Status,Material_Description,Material_Code,Code_Material,RK,Tahun,Created_On_SAP,No_Order,Batch,Batch_Ke,GB_Mesin_L1,GB_Mesin_L2,GB_Yield_Kg_L1,GB_Yield_Kg_L2,GB_Tanggal_CB_L1,GB_Tanggal_CB_L2,GB_Kadar_Air_L1,GB_Kadar_Air_L2,GB_Keterangan,GK_Mesin_L1,GK_Mesin_L2,GK_Yield_Kg_L1,GK_Yield_Kg_L2,GK_Tanggal_CK_L1,GK_Tanggal_CK_L2,GK_Keterangan,Cetak_Mesin,Cetak_Tgl_Mulai,Cetak_Tgl_Selesai,Cetak_Yield_Kg,Cetak_Pct_Teoritis,Cetak_Keterangan,Cetak_Total,Kemas_Mesin,Kemas_Tgl_Mulai,Kemas_Tgl_Selesai,Kemas_Yield_Blister,Kemas_Pct_Teoritis,Kemas_Keterangan,Kemas_Total,Kemul_Tambahan,Tgl_Kemul,Mesin_Sealing,Sealing,Forming,Hasil_Blister_Reject,Tablet_Rusak_Kg,Sampah_Cacahan_Kg,Blister_Kosong_Kg,Waste_Sedotan_Kg,Waste_Sample_IPC_Kg,GB_Kadar_Air_L1_num,GB_Kadar_Air_L2_num,GB_Yield_Total,GK_Yield_Total,Rasio_GK_GB,Total_Waste_Kg,Defect_Cetak,Defect_Kemas,Defect_Overall,Cetak_Durasi_Hari,Kemas_Durasi_Hari,Bulan_Produksi,Tahun_Produksi,GB_Kadar_Air_Mean
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,6.0,2024.0,2024-06-05 00:00:00,200106388.0,062004,29.0,CB  1,,330.0,,2024-06-13,,"4,56/4,54/4,61",,SELESAI,,CK  2,,330.0,,2024-06-13,SELESAI,,2024-06-14,2024-06-14,777.0,0.97125,Selesai,1.0,BP 20,2024-06-26,2024-06-26,242848.0,0.971392,SELESAI,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.57,,330.0,330.0,1.0,0.0,0,0,0,0.0,0.0,6.0,2024.0,4.57
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,6.0,2024.0,2024-06-05 00:00:00,200106389.0,062014,30.0,CB  1,,330.1,,2024-06-13,,"4,40/4,74/4,46",,SELESAI,,CK  2,,330.1,,2024-06-13,SELESAI,,2024-06-24,2024-06-24,784.0,0.98,Selesai,1.0,MTX 514,2024-06-26,2024-06-27,243622.0,0.974488,SELESAI,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.533333333333334,,330.1,330.1,1.0,0.0,0,0,0,0.0,1.0,6.0,2024.0,4.533333333333334
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,7.0,2024.0,2024-06-19 00:00:00,200106574.0,070874,1.0,CB  1,,463.2,,2024-06-21,,"4,72/4,75/4,42",,SELESAI,,CK  2,,330.0,,2024-06-21,SELESAI,,2024-06-24,2024-06-24,778.0,0.9725,Selesai,1.0,BP 20,2024-06-26,2024-06-27,243127.0,0.972508,SELESAI,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.63,,463.2,330.0,0.7124352331606217,0.0,0,0,0,0.0,1.0,6.0,2024.0,4.63
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,7.0,2024.0,2024-06-19 00:00:00,200106575.0,070884,2.0,CB  1,,466.9,,2024-06-21,,"4,64/4,67/4,74",,SELESAI,,CK  2,,330.0,,2024-06-24,SELESAI,,2024-06-24,2024-06-25,784.0,0.98,Selesai,1.0,BP 20,2024-06-27,2024-06-28,244214.0,0.976856,SELESAI,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.683333333333333,,466.9,330.0,0.7067894624116513,0.0,0,0,0,1.0,1.0,6.0,2024.0,4.683333333333333
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,7.0,2024.0,2024-06-19 00:00:00,200106576.0,070894,3.0,CB  1,,468.4,,2024-06-24,,"4,50/4,74/4,51",,SELESAI,,CK  2,,329.9,,2024-06-24,SELESAI,,2024-06-25,2024-06-25,778.0,0.9725,Selesai,1.0,MTX 514,2024-06-27,2024-06-28,240908.0,0.963632,SELESAI,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.583333333333333,,468.4,329.9,0.7043125533731853,0.0,0,0,0,0.0,1.0,6.0,2024.0,4.583333333333333
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,7.0,2024.0,2024-06-19 00:00:00,200106577.0,070904,4.0,CB  1,,468.5,,2024-06-24,,"4,72/4,78/4,57",,SELESAI,,CK  2,,329.8,,2024-06-24,SELESAI,,2024-06-25,2024-06-26,785.0,0.98125,Selesai,1.0,BP 20,2024-06-28,2024-06-28,245219.0,0.980876,SELESAI,1.0,2549.0,2024-07-18 00:00:00,BP 20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.69,,468.5,329.8,0.703948772678762,0.0,0,0,0,1.0,0.0,6.0,2024.0,4.69
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,7.0,2024.0,2024-06-19 00:00:00,200106578.0,070914,5.0,CB  1,,467.9,,2024-06-24,,"4,69/4,78/4,50",,SELESAI,,CK  2,,329.9,,2024-06-25,SELESAI,,2024-06-26,2024-06-27,783.0,0.97875,Selesai,1.0,BP 20,2024-06-28,2024-07-01,244232.0,0.976928,SELESAI,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.656666666666667,,467.9,329.9,0.7050651848685616,0.0,0,0,0,1.0,3.0,6.0,2024.0,4.656666666666667
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,7.0,2024.0,2024-06-19 00:00:00,200106579.0,070924,6.0,CB  1,,466.6,,2024-06-24,,"4,58/4,65/4,71",,SELESAI,,CK  2,,330.0,,2024-06-25,SELESAI,,2024-06-27,2024-06-27,783.0,0.97875,Selesai,1.0,MTX 514,2024-06-28,2024-07-01,242154.0,0.968616,SELESAI,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.646666666666667,,466.6,330.0,0.7072438919845692,0.0,0,0,0,0.0,3.0,6.0,2024.0,4.646666666666667
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,7.0,2024.0,2024-06-19 00:00:00,200106580.0,070934,7.0,CB  1,,463.4,,2024-06-25,,"4,72/4,79/4,63",,SELESAI,,CK  2,,329.9,,2024-06-25,SELESAI,,2024-06-27,2024-06-28,775.0,0.96875,Selesai,1.0,MTX 514,2024-07-01,2024-07-02,241015.0,0.96406,SELESAI,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.713333333333334,,463.4,329.9,0.711911955114372,0.0,0,0,0,1.0,1.0,6.0,2024.0,4.713333333333334
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,7.0,2024.0,2024-06-19 00:00:00,200106581.0,070944,8.0,CB  1,,469.9,,2024-06-25,,"4,74/4,77/4,79",,SELESAI,,CK3-1,,329.22,,2024-06-26,SELESAI,,2024-06-28,2024-06-28,781.0,0.97625,Selesai,1.0,BP 20,2024-07-01,2024-07-01,243716.0,0.974864,SELESAI,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.766666666666667,,469.9,329.22,0.7006171525856566,0.0,0,0,0,0.0,0.0,6.0,2024.0,4.766666666666667
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,7.0,2024.0,2024-06-19 00:00:00,200106582.0,070954,9.0,CB  1,,468.2,,2024-06-25,,"4,76/4,67/4,70",,SELESAI,,CK2-1,,329.82,,2024-06-27,SELESAI,,2024-07-01,2024-07-01,778.0,0.9725,Selesai,1.0,MTX 514,2024-07-02,2024-07-03,242126.0,0.968504,SELESAI,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.71,,468.2,329.82,0.7044425459205468,0.0,0,0,0,0.0,1.0,7.0,2024.0,4.71
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,7.0,2024.0,2024-06-19 00:00:00,200106583.0,070964,10.0,CB  1,,470.4,,2024-06-25,,"4,59/4,71/4,43",,SELESAI,,CK  2,,330.4,,2024-06-26,SELESAI,,2024-07-01,2024-07-02,778.0,0.9725,Selesai,1.0,MTX 514,2024-07-03,2024-07-03,241631.0,0.966524,SELESAI,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.576666666666667,,470.4,330.4,0.7023809523809523,0.0,0,0,0,1.0,0.0,7.0,2024.0,4.576666666666667
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,7.0,2024.0,2024-06-26 00:00:00,200106451.0,071274,11.0,CB  1,,466.9,,2024-06-28,,"4,73/4,77/4,63",,SELESAI,,CK  2,,330.0,,2024-06-28,SELESAI,,2024-07-02,2024-07-02,776.0,0.97,Selesai,1.0,MTX 514,2024-07-04,2024-07-04,241121.0,0.964484,SELESAI,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.71,,466.9,330.0,0.7067894624116513,0.0,0,0,0,0.0,0.0,7.0,2024.0,4.71
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,7.0,2024.0,2024-06-26 00:00:00,200106452.0,071284,12.0,CB  1,,469.1,,2024-06-28,,"4,40/4,79/4,75",,SELESAI,,CK  2,,329.8,,2024-06-28,SELESAI,,2024-07-02,2024-07-02,778.0,0.9725,Selesai,1.0,MTX 514,2024-07-05,2024-07-05,154087.0,0.616348,SELESAI,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.646666666666667,,469.1,329.8,0.7030483905350672,0.0,0,1,1,0.0,0.0,7.0,2024.0,4.646666666666667
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,7.0,2024.0,2024-06-26 00:00:00,200106453.0,071294,13.0,CB  1,,464.5,,2024-06-28,,"4,69/4,80/4,71",,SELESAI,,CK  2,,329.9,,2024-07-01,SELESAI,,2024-07-02,2024-07-03,773.0,0.96625,Selesai,1.0,BP 20,2024-07-04,2024-07-05,241178.0,0.964712,SELESAI,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.733333333333333,,464.5,329.9,0.7102260495156081,0.0,0,0,0,1.0,1.0,7.0,2024.0,4.733333333333333
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,7.0,2024.0,2024-06-26 00:00:00,200106454.0,071304,14.0,CB  1,,469.7,,2024-06-28,,"4,42/4,59/4,78",,SELESAI,,CK  2,,329.9,,2024-07-01,SELESAI,,2024-07-03,2024-07-03,778.0,0.9725,Selesai,1.0,BP 20,2024-07-05,2024-07-07,242813.0,0.971252,SELESAI,1.0,6700.0,2024-07-23 00:00:00,BP 20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.596666666666667,,469.7,329.9,0.7023632105599319,0.0,0,0,0,0.0,2.0,7.0,2024.0,4.596666666666667
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,7.0,2024.0,2024-06-26 00:00:00,200106455.0,071314,15.0,CB  1,,466.0,,2024-07-01,,"4,67/4,56/4,53",,SELESAI,,CK  2,,329.7,,2024-07-01,SELESAI,,2024-07-03,2024-07-04,773.0,0.96625,Selesai,1.0,BP 20,2024-07-07,2024-07-08,241144.0,0.964576,SELESAI,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.586666666666667,,466.0,329.7,0.7075107296137338,0.0,0,0,0,1.0,1.0,7.0,2024.0,4.586666666666667
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,7.0,2024.0,2024-06-26 00:00:00,200106456.0,071324,16.0,CB  1,,465.8,,2024-07-01,,"4,58/4,78/4,74",,SELESAI,,CK  2,,329.7,,2024-07-02,SELESAI,,2024-07-04,2024-07-04,770.0,0.9625,Selesai,1.0,BP 20,2024-07-07,2024-07-09,240916.0,0.963664,SELESAI,1.0,3861.0,2024-07-18 00:00:00,BP 20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,,465.8,329.7,0.7078145126663804,0.0,0,0,0,0.0,2.0,7.0,2024.0,4.7
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,7.0,2024.0,2024-06-26 00:00:00,200106457.0,071334,17.0,CB  1,,471.2,,2024-07-01,,"4,68/4,75/4,67",,SELESAI,,CK  2,,329.9,,2024-07-02,SELESAI,,2024-07-04,2024-07-05,780.0,0.975,Selesai,1.0,BP 20,2024-07-08,2024-07-08,243598.0,0.974392,SELESAI,1.0,3864.0,2024-07-23 00:00:00,BP 20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,,471.2,329.9,0.7001273344651953,0.0,0,0,0,1.0,0.0,7.0,2024.0,4.7
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,7.0,2024.0,2024-06-26 00:00:00,200106458.0,071344,18.0,CB  1,,463.9,,2024-07-02,,"4,70/4,67/4,58",,SELESAI,,CK  2,,329.8,,2024-07-02,SELESAI,,2024-07-05,2024-07-05,773.0,0.96625,Selesai,1.0,BP 20,2024-07-08,2024-07-09,241876.0,0.967504,SELESAI,1.0,7906.0,2024-07-23 00:00:00,BP 20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.65,,463.9,329.8,0.710929079543005,0.0,0,0,0,0.0,1.0,7.0,2024.0,4.65
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,7.0,2024.0,2024-06-26 00:00:00,200106459.0,071354,19.0,CB  1,,465.0,,2024-07-03,,"4,64/4,69/4,49",,SELESAI,,CK  2,,329.6,,2024-07-03,SELESAI,,2024-07-08,2024-07-08,774.0,0.9675,Selesai,1.0,BP 20,2024-07-09,2024-07-10,242342.0,0.969368,SELESAI,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6066666666666665,,465.0,329.6,0.7088172043010753,0.0,0,0,0,0.0,1.0,7.0,2024.0,4.6066666666666665
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,7.0,2024.0,2024-06-26 00:00:00,200106640.0,071364,20.0,CB  1,,467.1,,2024-07-03,,"4,77/4,46/4,74",,SELESAI,,CK  2,,329.6,,2024-07-03,SELESAI,,2024-07-08,2024-07-09,776.0,0.97,Selesai,1.0,BP 20,2024-07-10,2024-07-10,242238.0,0.968952,SELESAI,1.0,5450.0,2024-07-22 00:00:00,BP 20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.656666666666667,,467.1,329.6,0.7056304859773068,0.0,0,0,0,1.0,0.0,7.0,2024.0,4.656666666666667
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,7.0,2024.0,2024-06-26 00:00:00,200106641.0,071374,21.0,CB  1,,466.79,,2024-07-03,,"4,77/4,72/4,48",,SELESAI,,CK  2,,330.1,,2024-07-04,SELESAI,,2024-07-09,2024-07-09,777.0,0.97125,Selesai,1.0,BP 20,2024-07-11,2024-07-11,242641.0,0.970564,SELESAI,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.656666666666666,,466.79,330.1,0.7071702478630648,0.0,0,0,0,0.0,0.0,7.0,2024.0,4.656666666666666
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,7.0,2024.0,2024-06-26 00:00:00,200106642.0,071384,22.0,CB  1,,466.75,,2024-07-04,,"4,72/4,75/4,55",,SELESAI,,CK  2,,329.6,,2024-07-04,SELESAI,,2024-07-09,2024-07-10,776.0,0.97,Selesai,1.0,BP 20,2024-07-11,2024-07-12,242539.0,0.970156,SELESAI,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.673333333333333,,466.75,329.6,0.7061596143545796,0.0,0,0,0,1.0,1.0,7.0,2024.0,4.673333333333333
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,7.0,2024.0,2024-07-02 00:00:00,200106644.0,071594,23.0,CB  1,,469.0,,2024-07-04,,"4,77/4,76/4,62",,SELESAI,,CK  2,,330.1,,2024-07-08,SELESAI,,2024-07-10,2024-07-10,779.0,0.97375,Selesai,1.0,BP 20,2024-07-12,2024-07-12,242676.0,0.970704,SELESAI,1.0,2671.0,2024-08-14 00:00:00,BP 20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.716666666666666,,469.0,330.1,0.7038379530916845,0.0,0,0,0,0.0,0.0,7.0,2024.0,4.716666666666666
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,7.0,2024.0,2024-07-02 00:00:00,200106665.0,071614,24.0,CB  1,,465.4,,2024-07-04,,"4,73/4,67/4,75",,SELESAI,,CK  2,,330.1,,2024-07-08,SELESAI,,2024-07-10,2024-07-11,776.0,0.97,Selesai,1.0,BP 20,2024-07-12,2024-07-17,242331.0,0.969324,SELESAI,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.716666666666667,,465.4,330.1,0.709282337773958,0.0,0,0,0,1.0,5.0,7.0,2024.0,4.716666666666667
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,7.0,2024.0,2024-07-02 00:00:00,200106666.0,071624,25.0,CB  1,,467.2,,2024-07-04,,"4,64/4,77/4,69",,SELESAI,,CK  2,,330.3,,2024-07-09,SELESAI,,2024-07-11,2024-07-12,775.0,0.96875,Selesai,1.0,BP 20,2024-07-17,2024-07-18,240429.0,0.961716,SELESAI,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,,467.2,330.3,0.7069777397260274,0.0,0,0,0,1.0,1.0,7.0,2024.0,4.7
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,7.0,2024.0,2024-07-02 00:00:00,200106667.0,071634,26.0,CB  1,,464.1,,2024-07-08,,"4,66/4,54/4,73",,SELESAI,,CK  2,,330.2,,2024-07-09,SELESAI,,2024-07-12,2024-07-12,775.0,0.96875,Selesai,1.0,BP 20,2024-07-18,2024-07-19,240416.0,0.961664,SELESAI,1.0,2953.0,2024-08-15 00:00:00,BP 20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6433333333333335,,464.1,330.2,0.7114845938375349,0.0,0,0,0,0.0,1.0,7.0,2024.0,4.6433333333333335
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,7.0,2024.0,2024-07-02 00:00:00,200106668.0,071644,27.0,CB  1,,464.0,,2024-07-09,,"4,74/4,45/4,55",,SELESAI,,CK  2,,330.4,,2024-07-09,SELESAI,,2024-07-12,2024-07-12,775.0,0.96875,Selesai,1.0,BP 20,2024-07-19,2024-07-19,240985.0,0.96394,SELESAI,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.580000000000001,,464.0,330.4,0.7120689655172413,0.0,0,0,0,0.0,0.0,7.0,2024.0,4.580000000000001
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,7.0,2024.0,2024-07-02 00:00:00,200106669.0,071654,28.0,CB  1,,469.2,,2024-07-10,,"4,72/4,68/4,63",,SELESAI,,CK  2,,330.3,,2024-07-11,SELESAI,,2024-07-12,2024-07-14,779.0,0.97375,Selesai,1.0,BP 20,2024-07-19,2024-07-22,241759.0,0.967036,SELESAI,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.676666666666666,,469.2,330.3,0.7039641943734016,0.0,0,0,0,2.0,3.0,7.0,2024.0,4.676666666666666
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,7.0,2024.0,2024-07-02 00:00:00,200106670.0,071664,29.0,CB  1,,468.9,,2024-07-10,,"4,69/4,58/4,67",,SELESAI,,CK  2,,330.1,,2024-07-11,SELESAI,,2024-07-14,2024-07-14,787.0,0.98375,Selesai,1.0,BP 20,2024-07-22,2024-07-22,244560.0,0.97824,SELESAI,1.0,4179.0,2024-08-14 00:00:00,BP 20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6466666666666665,,468.9,330.1,0.7039880571550438,0.0,0,0,0,0.0,0.0,7.0,2024.0,4.6466666666666665
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,8.0,2024.0,2024-07-19 00:00:00,200106807.0,080834,1.0,CB  1,,465.3,,2024-07-30,,"4,78/4,63/4,60",,SELESAI,,CK  2,,330.1,,2024-07-26,SELESAI,,2024-08-01,2024-08-01,775.0,0.96875,Selesai,1.0,BP 20,2024-08-07,2024-08-08,241780.0,0.96712,SELESAI,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.67,,465.3,330.1,0.7094347732645605,0.0,0,0,0,0.0,1.0,8.0,2024.0,4.67
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,8.0,2024.0,2024-07-19 00:00:00,200106808.0,080844,2.0,CB  1,,465.7,,2024-07-30,,"4,44/4,54/4,75",,SELESAI,,CK  2,,330.5,,2024-07-26,SELESAI,,2024-07-31,2024-08-01,775.0,0.96875,Selesai,1.0,BP 20,2024-08-08,2024-08-08,241356.0,0.965424,SELESAI,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.576666666666667,,465.7,330.5,0.7096843461455873,0.0,0,0,0,1.0,0.0,7.0,2024.0,4.576666666666667
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,8.0,2024.0,2024-07-19 00:00:00,200106809.0,080854,3.0,CB  1,,465.1,,2024-07-30,,"4,51/4,51/4,47",,SELESAI,,CK  2,,329.8,,2024-07-30,SELESAI,,2024-08-01,2024-08-01,775.0,0.96875,Selesai,1.0,BP 20,2024-08-08,2024-08-09,241327.0,0.965308,SELESAI,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.496666666666666,,465.1,329.8,0.7090948183186412,0.0,0,0,0,0.0,1.0,8.0,2024.0,4.496666666666666
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,8.0,2024.0,2024-07-19 00:00:00,200106810.0,080864,4.0,CB  1,,467.6,,2024-07-31,,"4,41/4,72/4,64",,SELESAI,,CK  2,,329.8,,2024-07-30,SELESAI,,2024-08-02,2024-08-02,775.0,0.96875,Selesai,1.0,BP 20,2024-08-09,2024-08-09,242438.0,0.969752,SELESAI,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.59,,467.6,329.8,0.7053036783575706,0.0,0,0,0,0.0,0.0,8.0,2024.0,4.59
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,8.0,2024.0,2024-07-19 00:00:00,200106811.0,080874,5.0,CB  1,,464.7,,2024-07-31,,"4,80/4,58/4,77",,SELESAI,,CK  2,,330.2,,2024-08-01,SELESAI,,2024-08-02,2024-08-02,775.0,0.96875,Selesai,1.0,BP 20,2024-08-12,2024-08-12,240588.0,0.962352,SELESAI,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.716666666666666,,464.7,330.2,0.7105659565310953,0.0,0,0,0,0.0,0.0,8.0,2024.0,4.716666666666666
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,8.0,2024.0,2024-07-19 00:00:00,200106812.0,080884,6.0,CB  1,,466.8,,2024-07-31,,"4,56/4,69/4,64",,SELESAI,,CK  2,,330.1,,2024-08-01,SELESAI,,2024-08-02,2024-08-05,777.0,0.97125,Selesai,1.0,BP 20,2024-08-15,2024-08-15,241967.0,0.967868,SELESAI,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.63,,466.8,330.1,0.7071550985432734,0.0,0,0,0,3.0,0.0,8.0,2024.0,4.63
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,8.0,2024.0,2024-07-23 00:00:00,200106981.0,081504,7.0,CB  1,,463.4,,2024-08-01,,"4,49/4,47/4,46",,SELESAI,,CK  2,,330.1,,2024-08-01,SELESAI,,2024-08-05,2024-08-05,773.0,0.96625,Selesai,1.0,BP 20,2024-08-12,2024-08-13,241356.0,0.965424,SELESAI,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.473333333333334,,463.4,330.1,0.7123435476909799,0.0,0,0,0,0.0,1.0,8.0,2024.0,4.473333333333334
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,8.0,2024.0,2024-07-23 00:00:00,200106982.0,081514,8.0,CB  1,,463.6,,2024-08-01,,"4,65/4,56/4,61",,SELESAI,,CK  2,,329.8,,2024-08-01,SELESAI,,2024-08-05,2024-08-06,773.0,0.96625,Selesai,1.0,BP 20,2024-08-13,2024-08-13,241310.0,0.96524,SELESAI,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6066666666666665,,463.6,329.8,0.7113891285591026,0.0,0,0,0,1.0,0.0,8.0,2024.0,4.6066666666666665
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,8.0,2024.0,2024-07-23 00:00:00,200106983.0,081524,9.0,CB  1,,466.1,,2024-08-01,,"4,74/4,68/4,52",,SELESAI,,CK  2,,329.8,,2024-08-02,SELESAI,,2024-08-06,2024-08-06,777.0,0.97125,Selesai,1.0,BP 20,2024-08-13,2024-08-14,242008.0,0.968032,SELESAI,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6466666666666665,,466.1,329.8,0.7075734820853894,0.0,0,0,0,0.0,1.0,8.0,2024.0,4.6466666666666665
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,8.0,2024.0,2024-07-23 00:00:00,200106984.0,081534,10.0,CB  1,,468.8,,2024-08-01,,"4,42/4,80/4,74",,SELESAI,,CK  2,,329.2,,2024-08-05,SELESAI,,2024-08-06,2024-08-07,778.0,0.9725,Selesai,1.0,BP 20,2024-08-14,2024-08-14,221331.0,0.885324,SELESAI,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.653333333333333,,468.8,329.2,0.7022184300341296,0.0,0,1,1,1.0,0.0,8.0,2024.0,4.653333333333333
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,8.0,2024.0,2024-07-26 00:00:00,200106886.0,081754,11.0,CB  1,,464.4,,2024-08-05,,"4,78/4,79/4,75",,SELESAI,,CK  2,,329.6,,2024-08-05,SELESAI,,2024-08-07,2024-08-07,774.0,0.9675,Selesai,1.0,MTX 386,2024-08-20,2024-08-21,240962.0,0.963848,SELESAI,1.0,0.0,,,155.0,133.0,25.0,0.36,51.0,5.4,0.0,0.0,4.773333333333333,,464.4,329.6,0.7097329888027564,56.76,0,0,0,0.0,1.0,8.0,2024.0,4.773333333333333
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,8.0,2024.0,2024-07-26 00:00:00,200106887.0,081764,12.0,CB  1,,468.6,,2024-08-05,,"4,80/4,74/4,61",,SELESAI,,CK  2,,329.7,,2024-08-06,SELESAI,,2024-08-07,2024-08-08,778.0,0.9725,Selesai,1.0,MTX 386,2024-08-21,2024-08-23,241632.0,0.966528,SELESAI,1.0,0.0,,,155.0,135.0,389.0,2.5,17.5,5.1,0.36,296.0,4.716666666666666,,468.6,329.7,0.7035851472471191,321.46,0,0,0,1.0,2.0,8.0,2024.0,4.716666666666666
