Status,Material_Description,Material_Code,Code_Material,RK,Tahun,Created_On_SAP,No_Order,Batch,Batch_Ke,GB_Mesin_L1,GB_Mesin_L2,GB_Yield_Kg_L1,GB_Yield_Kg_L2,GB_Tanggal_CB_L1,GB_Tanggal_CB_L2,GB_Kadar_Air_L1,GB_Kadar_Air_L2,GB_Keterangan,GK_Mesin_L1,GK_Mesin_L2,GK_Yield_Kg_L1,GK_Yield_Kg_L2,GK_Tanggal_CK_L1,GK_Tanggal_CK_L2,GK_Keterangan,Cetak_Mesin,Cetak_Tgl_Mulai,Cetak_Tgl_Selesai,Cetak_Yield_Kg,Cetak_Pct_Teoritis,Cetak_Keterangan,Cetak_Total,Kemas_Mesin,Kemas_Tgl_Mulai,Kemas_Tgl_Selesai,Kemas_Yield_Blister,Kemas_Pct_Teoritis,Kemas_Keterangan,Kemas_Total,Kemul_Tambahan,Tgl_Kemul,Mesin_Sealing,Sealing,Forming,Hasil_Blister_Reject,Tablet_Rusak_Kg,Sampah_Cacahan_Kg,Blister_Kosong_Kg,Waste_Sedotan_Kg,Waste_Sample_IPC_Kg
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,07,2024,2024-06-19 00:00:00,200106583,070964,10,CB  1,,470.4,,2024-06-25 00:00:00,,"4,59/4,71/4,43",,SELESAI,,CK  2,,330.4,,2024-06-26 00:00:00,SELESAI,,2024-07-01 00:00:00,2024-07-02 00:00:00,778,0.9725,Selesai,1,MTX 514,2024-07-03 00:00:00,2024-07-03 00:00:00,241631,0.966524,SELESAI,1,,,,,,,,,,,
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,07,2024,2024-06-26 00:00:00,200106451,071274,11,CB  1,,466.9,,2024-06-28 00:00:00,,"4,73/4,77/4,63",,SELESAI,,CK  2,,330,,2024-06-28 00:00:00,SELESAI,,2024-07-02 00:00:00,2024-07-02 00:00:00,776,0.97,Selesai,1,MTX 514,2024-07-04 00:00:00,2024-07-04 00:00:00,241121,0.964484,SELESAI,1,,,,,,,,,,,
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,07,2024,2024-06-26 00:00:00,200106452,071284,12,CB  1,,469.1,,2024-06-28 00:00:00,,"4,40/4,79/4,75",,SELESAI,,CK  2,,329.8,,2024-06-28 00:00:00,SELESAI,,2024-07-02 00:00:00,2024-07-02 00:00:00,778,0.9725,Selesai,1,MTX 514,2024-07-05 00:00:00,2024-07-05 00:00:00,154087,0.616348,SELESAI,1,,,,,,,,,,,
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,07,2024,2024-06-26 00:00:00,200106453,071294,13,CB  1,,464.5,,2024-06-28 00:00:00,,"4,69/4,80/4,71",,SELESAI,,CK  2,,329.9,,2024-07-01 00:00:00,SELESAI,,2024-07-02 00:00:00,2024-07-03 00:00:00,773,0.96625,Selesai,1,BP 20,2024-07-04 00:00:00,2024-07-05 00:00:00,241178,0.964712,SELESAI,1,,,,,,,,,,,
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,07,2024,2024-06-26 00:00:00,200106454,071304,14,CB  1,,469.7,,2024-06-28 00:00:00,,"4,42/4,59/4,78",,SELESAI,,CK  2,,329.9,,2024-07-01 00:00:00,SELESAI,,2024-07-03 00:00:00,2024-07-03 00:00:00,778,0.9725,Selesai,1,BP 20,2024-07-05 00:00:00,2024-07-07 00:00:00,242813,0.971252,SELESAI,1,6700,2024-07-23 00:00:00,BP 20,,,,,,,,
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,07,2024,2024-06-26 00:00:00,200106455,071314,15,CB  1,,466,,2024-07-01 00:00:00,,"4,67/4,56/4,53",,SELESAI,,CK  2,,329.7,,2024-07-01 00:00:00,SELESAI,,2024-07-03 00:00:00,2024-07-04 00:00:00,773,0.96625,Selesai,1,BP 20,2024-07-07 00:00:00,2024-07-08 00:00:00,241144,0.964576,SELESAI,1,,,,,,,,,,,
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,07,2024,2024-06-26 00:00:00,200106456,071324,16,CB  1,,465.8,,2024-07-01 00:00:00,,"4,58/4,78/4,74",,SELESAI,,CK  2,,329.7,,2024-07-02 00:00:00,SELESAI,,2024-07-04 00:00:00,2024-07-04 00:00:00,770,0.9625,Selesai,1,BP 20,2024-07-07 00:00:00,2024-07-09 00:00:00,240916,0.963664,SELESAI,1,3861,2024-07-18 00:00:00,BP 20,,,,,,,,
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,07,2024,2024-06-26 00:00:00,200106457,071334,17,CB  1,,471.2,,2024-07-01 00:00:00,,"4,68/4,75/4,67",,SELESAI,,CK  2,,329.9,,2024-07-02 00:00:00,SELESAI,,2024-07-04 00:00:00,2024-07-05 00:00:00,780,0.975,Selesai,1,BP 20,2024-07-08 00:00:00,2024-07-08 00:00:00,243598,0.974392,SELESAI,1,3864,2024-07-23 00:00:00,BP 20,,,,,,,,
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,07,2024,2024-06-26 00:00:00,200106458,071344,18,CB  1,,463.9,,2024-07-02 00:00:00,,"4,70/4,67/4,58",,SELESAI,,CK  2,,329.8,,2024-07-02 00:00:00,SELESAI,,2024-07-05 00:00:00,2024-07-05 00:00:00,773,0.96625,Selesai,1,BP 20,2024-07-08 00:00:00,2024-07-09 00:00:00,241876,0.967504,SELESAI,1,7906,2024-07-23 00:00:00,BP 20,,,,,,,,
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,07,2024,2024-06-26 00:00:00,200106459,071354,19,CB  1,,465,,2024-07-03 00:00:00,,"4,64/4,69/4,49",,SELESAI,,CK  2,,329.6,,2024-07-03 00:00:00,SELESAI,,2024-07-08 00:00:00,2024-07-08 00:00:00,774,0.9675,Selesai,1,BP 20,2024-07-09 00:00:00,2024-07-10 00:00:00,242342,0.969368,SELESAI,1,,,,,,,,,,,
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,07,2024,2024-06-26 00:00:00,200106640,071364,20,CB  1,,467.1,,2024-07-03 00:00:00,,"4,77/4,46/4,74",,SELESAI,,CK  2,,329.6,,2024-07-03 00:00:00,SELESAI,,2024-07-08 00:00:00,2024-07-09 00:00:00,776,0.97,Selesai,1,BP 20,2024-07-10 00:00:00,2024-07-10 00:00:00,242238,0.968952,SELESAI,1,5450,2024-07-22 00:00:00,BP 20,,,,,,,,
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,07,2024,2024-06-26 00:00:00,200106641,071374,21,CB  1,,466.79,,2024-07-03 00:00:00,,"4,77/4,72/4,48",,SELESAI,,CK  2,,330.1,,2024-07-04 00:00:00,SELESAI,,2024-07-09 00:00:00,2024-07-09 00:00:00,777,0.97125,Selesai,1,BP 20,2024-07-11 00:00:00,2024-07-11 00:00:00,242641,0.970564,SELESAI,1,,,,,,,,,,,
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,07,2024,2024-06-26 00:00:00,200106642,071384,22,CB  1,,466.75,,2024-07-04 00:00:00,,"4,72/4,75/4,55",,SELESAI,,CK  2,,329.6,,2024-07-04 00:00:00,SELESAI,,2024-07-09 00:00:00,2024-07-10 00:00:00,776,0.97,Selesai,1,BP 20,2024-07-11 00:00:00,2024-07-12 00:00:00,242539,0.970156,SELESAI,1,,,,,,,,,,,
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,07,2024,2024-07-02 00:00:00,200106644,071594,23,CB  1,,469,,2024-07-04 00:00:00,,"4,77/4,76/4,62",,SELESAI,,CK  2,,330.1,,2024-07-08 00:00:00,SELESAI,,2024-07-10 00:00:00,2024-07-10 00:00:00,779,0.97375,Selesai,1,BP 20,2024-07-12 00:00:00,2024-07-12 00:00:00,242676,0.970704,SELESAI,1,2671,2024-08-14 00:00:00,BP 20,,,,,,,,
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,07,2024,2024-07-02 00:00:00,200106665,071614,24,CB  1,,465.4,,2024-07-04 00:00:00,,"4,73/4,67/4,75",,SELESAI,,CK  2,,330.1,,2024-07-08 00:00:00,SELESAI,,2024-07-10 00:00:00,2024-07-11 00:00:00,776,0.97,Selesai,1,BP 20,2024-07-12 00:00:00,2024-07-17 00:00:00,242331,0.969324,SELESAI,1,,,,,,,,,,,
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,07,2024,2024-07-02 00:00:00,200106666,071624,25,CB  1,,467.2,,2024-07-04 00:00:00,,"4,64/4,77/4,69",,SELESAI,,CK  2,,330.3,,2024-07-09 00:00:00,SELESAI,,2024-07-11 00:00:00,2024-07-12 00:00:00,775,0.96875,Selesai,1,BP 20,2024-07-17 00:00:00,2024-07-18 00:00:00,240429,0.961716,SELESAI,1,,,,,,,,,,,
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,07,2024,2024-07-02 00:00:00,200106667,071634,26,CB  1,,464.1,,2024-07-08 00:00:00,,"4,66/4,54/4,73",,SELESAI,,CK  2,,330.2,,2024-07-09 00:00:00,SELESAI,,2024-07-12 00:00:00,2024-07-12 00:00:00,775,0.96875,Selesai,1,BP 20,2024-07-18 00:00:00,2024-07-19 00:00:00,240416,0.961664,SELESAI,1,2953,2024-08-15 00:00:00,BP 20,,,,,,,,
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,07,2024,2024-07-02 00:00:00,200106668,071644,27,CB  1,,464,,2024-07-09 00:00:00,,"4,74/4,45/4,55",,SELESAI,,CK  2,,330.4,,2024-07-09 00:00:00,SELESAI,,2024-07-12 00:00:00,2024-07-12 00:00:00,775,0.96875,Selesai,1,BP 20,2024-07-19 00:00:00,2024-07-19 00:00:00,240985,0.96394,SELESAI,1,,,,,,,,,,,
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,07,2024,2024-07-02 00:00:00,200106669,071654,28,CB  1,,469.2,,2024-07-10 00:00:00,,"4,72/4,68/4,63",,SELESAI,,CK  2,,330.3,,2024-07-11 00:00:00,SELESAI,,2024-07-12 00:00:00,2024-07-14 00:00:00,779,0.97375,Selesai,1,BP 20,2024-07-19 00:00:00,2024-07-22 00:00:00,241759,0.967036,SELESAI,1,,,,,,,,,,,
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,07,2024,2024-07-02 00:00:00,200106670,071664,29,CB  1,,468.9,,2024-07-10 00:00:00,,"4,69/4,58/4,67",,SELESAI,,CK  2,,330.1,,2024-07-11 00:00:00,SELESAI,,2024-07-14 00:00:00,2024-07-14 00:00:00,787,0.98375,Selesai,1,BP 20,2024-07-22 00:00:00,2024-07-22 00:00:00,244560,0.97824,SELESAI,1,4179,2024-08-14 00:00:00,BP 20,,,,,,,,
s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,08,2024,2024-07-19 00:00:00,200106807,080834,1,CB  1,,465.3,,2024-07-30 00:00:00,,"4,78/4,63/4,60",,SELESAI,,CK  2,,330.1,,2024-07-26 00:00:00,SELESAI,,2024-08-01 00:00:00,2024-08-01 00:00:00,775,0.96875,Selesai,1,BP 20,2024-08-07 00:00:00,2024-08-08 00:00:00,241780,0.96712,SELESAI,1,,,,,,,,,,,
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,08,2024,2024-07-19 00:00:00,200106808,080844,2,CB  1,,465.7,,2024-07-30 00:00:00,,"4,44/4,54/4,75",,SELESAI,,CK  2,,330.5,,2024-07-26 00:00:00,SELESAI,,2024-07-31 00:00:00,2024-08-01 00:00:00,775,0.96875,Selesai,1,BP 20,2024-08-08 00:00:00,2024-08-08 00:00:00,241356,0.965424,SELESAI,1,,,,,,,,,,,
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,08,2024,2024-07-19 00:00:00,200106809,080854,3,CB  1,,465.1,,2024-07-30 00:00:00,,"4,51/4,51/4,47",,SELESAI,,CK  2,,329.8,,2024-07-30 00:00:00,SELESAI,,2024-08-01 00:00:00,2024-08-01 00:00:00,775,0.96875,Selesai,1,BP 20,2024-08-08 00:00:00,2024-08-09 00:00:00,241327,0.965308,SELESAI,1,,,,,,,,,,,
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,08,2024,2024-07-19 00:00:00,200106810,080864,4,CB  1,,467.6,,2024-07-31 00:00:00,,"4,41/4,72/4,64",,SELESAI,,CK  2,,329.8,,2024-07-30 00:00:00,SELESAI,,2024-08-02 00:00:00,2024-08-02 00:00:00,775,0.96875,Selesai,1,BP 20,2024-08-09 00:00:00,2024-08-09 00:00:00,242438,0.969752,SELESAI,1,,,,,,,,,,,
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,08,2024,2024-07-19 00:00:00,200106811,080874,5,CB  1,,464.7,,2024-07-31 00:00:00,,"4,80/4,58/4,77",,SELESAI,,CK  2,,330.2,,2024-08-01 00:00:00,SELESAI,,2024-08-02 00:00:00,2024-08-02 00:00:00,775,0.96875,Selesai,1,BP 20,2024-08-12 00:00:00,2024-08-12 00:00:00,240588,0.962352,SELESAI,1,,,,,,,,,,,
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,08,2024,2024-07-19 00:00:00,200106812,080884,6,CB  1,,466.8,,2024-07-31 00:00:00,,"4,56/4,69/4,64",,SELESAI,,CK  2,,330.1,,2024-08-01 00:00:00,SELESAI,,2024-08-02 00:00:00,2024-08-05 00:00:00,777,0.97125,Selesai,1,BP 20,2024-08-15 00:00:00,2024-08-15 00:00:00,241967,0.967868,SELESAI,1,,,,,,,,,,,
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,08,2024,2024-07-23 00:00:00,200106981,081504,7,CB  1,,463.4,,2024-08-01 00:00:00,,"4,49/4,47/4,46",,SELESAI,,CK  2,,330.1,,2024-08-01 00:00:00,SELESAI,,2024-08-05 00:00:00,2024-08-05 00:00:00,773,0.96625,Selesai,1,BP 20,2024-08-12 00:00:00,2024-08-13 00:00:00,241356,0.965424,SELESAI,1,,,,,,,,,,,
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,08,2024,2024-07-23 00:00:00,200106982,081514,8,CB  1,,463.6,,2024-08-01 00:00:00,,"4,65/4,56/4,61",,SELESAI,,CK  2,,329.8,,2024-08-01 00:00:00,SELESAI,,2024-08-05 00:00:00,2024-08-06 00:00:00,773,0.96625,Selesai,1,BP 20,2024-08-13 00:00:00,2024-08-13 00:00:00,241310,0.96524,SELESAI,1,,,,,,,,,,,
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,08,2024,2024-07-23 00:00:00,200106983,081524,9,CB  1,,466.1,,2024-08-01 00:00:00,,"4,74/4,68/4,52",,SELESAI,,CK  2,,329.8,,2024-08-02 00:00:00,SELESAI,,2024-08-06 00:00:00,2024-08-06 00:00:00,777,0.97125,Selesai,1,BP 20,2024-08-13 00:00:00,2024-08-14 00:00:00,242008,0.968032,SELESAI,1,,,,,,,,,,,
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,08,2024,2024-07-23 00:00:00,200106984,081534,10,CB  1,,468.8,,2024-08-01 00:00:00,,"4,42/4,80/4,74",,SELESAI,,CK  2,,329.2,,2024-08-05 00:00:00,SELESAI,,2024-08-06 00:00:00,2024-08-07 00:00:00,778,0.9725,Selesai,1,BP 20,2024-08-14 00:00:00,2024-08-14 00:00:00,221331,0.885324,SELESAI,1,,,,,,,,,,,
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,08,2024,2024-07-26 00:00:00,200106886,081754,11,CB  1,,464.4,,2024-08-05 00:00:00,,"4,78/4,79/4,75",,SELESAI,,CK  2,,329.6,,2024-08-05 00:00:00,SELESAI,,2024-08-07 00:00:00,2024-08-07 00:00:00,774,0.9675,Selesai,1,MTX 386,2024-08-20 00:00:00,2024-08-21 00:00:00,240962,0.963848,SELESAI,1,,,,155,133,25,0.36,51,5.4,,
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,08,2024,2024-07-26 00:00:00,200106887,081764,12,CB  1,,468.6,,2024-08-05 00:00:00,,"4,80/4,74/4,61",,SELESAI,,CK  2,,329.7,,2024-08-06 00:00:00,SELESAI,,2024-08-07 00:00:00,2024-08-08 00:00:00,778,0.9725,Selesai,1,MTX 386,2024-08-21 00:00:00,2024-08-23 00:00:00,241632,0.966528,SELESAI,1,,,,155,135,389,2.5,17.5,5.1,0.36,296
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,08,2024,2024-07-26 00:00:00,200106888,081774,13,CB  1,,463.2,,2024-08-05 00:00:00,,"4,61/4,76/4,71",,SELESAI,,CK  2,,329.6,,2024-08-06 00:00:00,SELESAI,,2024-08-08 00:00:00,2024-08-08 00:00:00,775,0.96875,Selesai,1,MTX 386,2024-08-23 00:00:00,2024-08-23 00:00:00,241645,0.96658,SELESAI,1,,,,155,135,356,1.22,51.2,12,0.36,284
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,08,2024,2024-07-26 00:00:00,200106889,081784,14,CB  1,,463.4,,2024-08-07 00:00:00,,"4,45/4,59/4,60",,SELESAI,,CK  2,,329.8,,2024-08-06 00:00:00,SELESAI,,2024-08-08 00:00:00,2024-08-09 00:00:00,777,0.97125,Selesai,1,BP 20,2024-08-27 00:00:00,2024-08-28 00:00:00,242400,0.9696,SELESAI,1,,,,200,115,109,0.1,36,1.8,0.3,152
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,08,2024,2024-07-26 00:00:00,200106890,081794,15,CB  1,,469,,2024-08-07 00:00:00,,"4,76/4,77/4,76",,SELESAI,,CK  2,,329.4,,2024-08-07 00:00:00,SELESAI,,2024-08-08 00:00:00,2024-08-08 00:00:00,781,0.97625,Selesai,1,,,,,0,"Kadar tablet tms , bewlum di passed ",0,,,,,,,,,,,
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,08,2024,2024-07-30 00:00:00,200107042,082004,16,CB  1,,471.6,,2024-08-07 00:00:00,,"4,69/4,42/4,78",,SELESAI,,CK  2,,329.5,,2024-08-07 00:00:00,SELESAI,,2024-08-09 00:00:00,2024-08-09 00:00:00,789,0.98625,Selesai,1,BP 20,2024-08-28 00:00:00,2024-08-28 00:00:00,246376,0.985504,SELESAI,1,,,,200,115,128,0.08,37.9,1.7,0.54,
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,08,2024,2024-07-30 00:00:00,200107043,082014,17,CB  1,,468.7,,2024-08-07 00:00:00,,"4,41/4,67/4,73",,SELESAI,,CK  2,,330.1,,2024-08-07 00:00:00,SELESAI,,,,,0,Kaplet bintik hitam,0,,,,,0,,,,,,,,,,,,,
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,08,2024,2024-07-30 00:00:00,200107044,082024,18,CB  1,,464.3,,2024-08-14 00:00:00,,"4,52/4,45/4,49",,SELESAI,,CK  2,,329.7,,2024-08-14 00:00:00,SELESAI,,2024-08-21 00:00:00,2024-08-22 00:00:00,781,0.97625,Selesai,1,MTX 514,2024-08-27 00:00:00,2024-08-28 00:00:00,242697,0.970788,SELESAI,1,,,,160,138,250,1.56,50.5,12.9,0.16,236
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,08,2024,2024-07-30 00:00:00,200107045,082034,19,CB  1,,462.6,,2024-08-16 00:00:00,,"4,43/4,74/4,52",,SELESAI,,CK  2,,330,,2024-08-15 00:00:00,SELESAI,,2024-08-19 00:00:00,2024-08-20 00:00:00,780,0.975,Selesai,1,MTX 386,2024-08-24 00:00:00,,190930,0.76372,SEDANG JALAN,0.76372,,,,155,138,25,,23.6,10.2,,
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,08,2024,2024-07-30 00:00:00,200107046,082044,20,CB  1,,464.7,,2024-08-16 00:00:00,,"4,59/4,44/4,55",,SELESAI,,CK  2,,330.1,,2024-08-15 00:00:00,SELESAI,,2024-08-20 00:00:00,2024-08-20 00:00:00,779,0.97375,Selesai,1,BP 20,2024-08-23 00:00:00,2024-08-26 00:00:00,241880,0.96752,SELESAI,1,,,,200,115,155,0.74,36,5.8,0.26,152
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,08,2024,2024-07-30 00:00:00,200107047,082054,21,CB  1,,471.1,,2024-08-16 00:00:00,,"4,46/4,74/4,51",,SELESAI,,CK  2,,329.9,,2024-08-17 00:00:00,SELESAI,,2024-08-20 00:00:00,2024-08-21 00:00:00,785,0.98125,Selesai,1,MTX 514,2024-08-26 00:00:00,2024-08-27 00:00:00,244064,0.976256,SELESAI,1,,,,160,138,850,2.14,56.3,42.9,0.18,248
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,08,2024,2024-07-30 00:00:00,200107048,082064,22,CB  1,,468.1,,2024-08-16 00:00:00,,"4,46/4,74/4,51",,SELESAI,,CK  2,,330.2,,2024-08-20 00:00:00,SELESAI,,2024-08-22 00:00:00,2024-08-23 00:00:00,785,0.98125,Selesai,1,BP 20,2024-08-27 00:00:00,2024-08-27 00:00:00,244901,0.979604,SELESAI,1,,,,200,115,98,0.12,37.5,5.4,0.2,144
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,08,2024,2024-07-30 00:00:00,200107049,082074,23,CB  1,,461.8,,2024-08-21 00:00:00,,"4,77/4,63/4,70",,SELESAI,,CK  2,,329.7,,2024-08-20 00:00:00,SELESAI,,2024-08-23 00:00:00,2024-08-23 00:00:00,780,0.975,Selesai,1,BP 20,2024-08-26 00:00:00,2024-08-27 00:00:00,242742,0.970968,SELESAI,1,,,,200,115,100,0.1,36.6,1.7999999999999998,0.5,152
s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,09,2024,13.08.2024,200107174,090444,1,CB  1,,463.9,,2024-08-21 00:00:00,,"4,74/4,64/4,67",,SELESAI,,CK  2,,330.3,,2024-08-20 00:00:00,SELESAI,,2024-08-24 00:00:00,2024-08-26 00:00:00,781,0.97625,Selesai,1,BP 20,2024-08-28 00:00:00,2024-08-29 00:00:00,243686,0.974744,SELESAI,1,,,,200,115,125,0.8,15.9,0.9,0.56,
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,09,2024,13.08.2024,200107175,090454,2,CB  1,,469.8,,2024-08-21 00:00:00,,"4,63/4,52/4,77",,SELESAI,,CK  2,,329.8,,2024-08-22 00:00:00,SELESAI,,2024-08-26 00:00:00,2024-08-26 00:00:00,789,0.98625,Selesai,1,MTX 514,2024-08-28 00:00:00,2024-08-29 00:00:00,245059,0.980236,SELESAI,1,,,,160,138,400,49.7,11.4,20.1,,
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,09,2024,13.08.2024,200107176,090464,3,CB  1,,470.4,,2024-08-21 00:00:00,,"4,43/4,75/4,66",,SELESAI,,CK  2,,329.6,,2024-08-22 00:00:00,SELESAI,,2024-08-26 00:00:00,2024-08-27 00:00:00,787,0.98375,Selesai,1,BP 20,2024-08-29 00:00:00,,50000,0.2,SEDANG JALAN,0.2,,,,200,115,63,,7.7,0.9,,
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,09,2024,13.08.2024,200107177,090474,4,CB  1,,466.3,,2024-08-23 00:00:00,,"4,68/4,66/4,57",,SELESAI,,CK  3,,328.68,,2024-08-22 00:00:00,SELESAI,,2024-08-27 00:00:00,2024-08-27 00:00:00,779,0.97375,Selesai,1,,,,,0,,,,,,,,,,,,,
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,09,2024,13.08.2024,200107178,090484,5,CB  1,,467.6,,2024-08-23 00:00:00,,"4,79/4,74/4,77",,SELESAI,,CK  3,,329.97,,2024-08-22 00:00:00,SELESAI,,2024-08-27 00:00:00,2024-08-28 00:00:00,785,0.98125,Selesai,1,,,,,0,,,,,,,,,,,,,
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,09,2024,13.08.2024,200107179,090494,6,CB  1,,467.5,,2024-08-23 00:00:00,,"4,77/4,79/4,50",,SELESAI,,CK  1 LT 1,,330.02,,2024-08-23 00:00:00,SELESAI,,"28,08,2024","28,08,2024",783,0.97875,Selesai ,1,,,,,0,,,,,,,,,,,,,
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,09,2024,14.08.2024,200107186,090794,7,CB  1,,469,,2024-08-28 00:00:00,,"4,54/4,47/4,77",,SELESAI,,CK  2 LT 1,,329.92,,2024-08-26 00:00:00,SELESAI,,"28,08,2024","29,08,2024",780,0.975,Selesai ,1,,,,,0,,,,,,,,,,,,,
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,09,2024,14.08.2024,200107187,090804,8,CB  1,,466.4,,2024-08-28 00:00:00,,"4,46/4,62/4,77",,SELESAI,,CK  2 LT 1,,329.94,,2024-08-26 00:00:00,SELESAI,,"29,08,2024",,396,0.495,Sedang jalan,0.495,,,,,0,,,,,,,,,,,,,
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,09,2024,14.08.2024,200107188,090814,9,CB  1,,467.1,,2024-08-28 00:00:00,,"4,40/4,52/4,62",,SELESAI,,CK  2 LT 1,,330.02,,2024-08-26 00:00:00,SELESAI,,,,,0,,,,,,,0,,,,,,,,,,,,,
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,09,2024,14.08.2024,200107189,090824,10,CB  1,,467,,2024-08-28 00:00:00,,"4,53/4,51/4,57",,SELESAI,,CK  2 LT 1,,329.76,,2024-08-28 00:00:00,SELESAI,,,,,0,,,,,,,0,,,,,,,,,,,,,
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,09,2024,14.08.2024,200107190,090834,11,CB  1,,460.6,,2024-08-28 00:00:00,,"4,40/4,42/4,48",,SELESAI,,CK  2 LT 1,,329.98,,2024-08-28 00:00:00,SELESAI,,,,,0,,,,,,,0,,,,,,,,,,,,,
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,09,2024,2024-08-28 00:00:00,200107368,091614,12,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,
s,BODREX EXTRA KAPLET/4'S,BTRA,001-09-01,09,2024,2024-08-28 00:00:00,200107369,091624,13,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,
s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s,BODREX FLU & BATUK PE/4'S,BFTP,001-05-04,01,2024,2023-12-30 00:00:00,200104496,010334,1,CB  2,CB  2,538.3,303.13,2023-12-28 00:00:00,2023-12-28 00:00:00,"3,40/3,32/3,23/3,20","4,87/4,93",SELESAI,,CK  2,,319,,2023-12-28 00:00:00,SELESAI,,2024-01-02 00:00:00,2024-01-02 00:00:00,855,0.9771428571428571,Selesai,1,MTX 514,2024-01-05 00:00:00,2024-01-09 00:00:00,284294,0.9769553264604811,SELESAI,1,,,,,,,,,,,
s,BODREX FLU & BATUK PE/4'S,BFTP,001-05-04,01,2024,2023-12-30 00:00:00,200104497,010344,2,CB  2,CB  2,530.7,304.25,2023-12-29 00:00:00,2023-12-28 00:00:00,"3,37/3,42/3,35/3,10","5,00/4,82",SELESAI,,CK  2,,320.2,,2023-12-28 00:00:00,SELESAI,,2024-01-02 00:00:00,2024-01-03 00:00:00,860,0.9828571428571429,Selesai,1,MTX 514,2024-01-09 00:00:00,2024-01-10 00:00:00,283423,0.9739621993127148,SELESAI,1,,,,,,,,,,,
