Status,Material_Description,Material_Code,Code_Material,RK,Tahun,Created_On_SAP,No_Order,Batch,Batch_Ke,GB_Mesin_L1,GB_Mesin_L2,GB_Yield_Kg_L1,GB_Yield_Kg_L2,GB_Tanggal_CB_L1,GB_Tanggal_CB_L2,GB_Kadar_Air_L1,GB_Kadar_Air_L2,GB_Keterangan,GK_Mesin_L1,GK_Mesin_L2,GK_Yield_Kg_L1,GK_Yield_Kg_L2,GK_Tanggal_CK_L1,GK_Tanggal_CK_L2,GK_Keterangan,Cetak_Mesin,Cetak_Tgl_Mulai,Cetak_Tgl_Selesai,Cetak_Yield_Kg,Cetak_Pct_Teoritis,Cetak_Keterangan,Cetak_Total,Kemas_Mesin,Kemas_Tgl_Mulai,Kemas_Tgl_Selesai,Kemas_Yield_Blister,Kemas_Pct_Teoritis,Kemas_Keterangan,Kemas_Total,Kemul_Tambahan,Tgl_Kemul,Mesin_Sealing,Sealing,Forming,Hasil_Blister_Reject,Tablet_Rusak_Kg,Sampah_Cacahan_Kg,Blister_Kosong_Kg,Waste_Sedotan_Kg,Waste_Sample_IPC_Kg
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,04,2024,2024-03-13 00:00:00,200105376,040234,5,CB 2,CB  1,466.4,258.05,2024-03-27 00:00:00,2024-03-26 00:00:00,"4,12/4,17/4,34","5,07/5,18",SELESAI,,CK  2,,280.8,,2024-03-26 00:00:00,SELESAI,,2024-03-28 00:00:00,2024-04-01 00:00:00,733,0.9695767195767195,Selesai,1,BP 20,2024-04-03 00:00:00,2024-04-03 00:00:00,242563,0.970252,SELESAI,1,,,,,,,,,,,
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,04,2024,2024-03-18 00:00:00,200105422,040294,6,CB 2,CB  1,467,253.78,2024-03-27 00:00:00,2024-03-27 00:00:00,"4,22/4,37/4,37","5,09/5,24",SELESAI,,CK  2,,276.1,,2024-03-27 00:00:00,SELESAI,,2024-04-02 00:00:00,2024-04-02 00:00:00,730,0.9656084656084656,Selesai,1,BP 20,2024-04-04 00:00:00,2024-04-04 00:00:00,241344,0.965376,SELESAI,1,,,,,,,,,,,
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,04,2024,2024-03-25 00:00:00,200105444,040714,7,CB 2,CB  1,467.5,258.34,2024-03-27 00:00:00,2024-03-27 00:00:00,"4,34/4,22/4,27","5,15/5,25",SELESAI,,CK  2,,281,,2024-03-28 00:00:00,SELESAI,,2024-04-02 00:00:00,2024-04-03 00:00:00,737,0.9748677248677249,Selesai,1,BP 20,2024-04-04 00:00:00,2024-04-04 00:00:00,218273,0.873092,SELESAI,1,,,,,,,,,,,
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,04,2024,2024-03-25 00:00:00,200105445,040724,8,CB 2,CB  1,464.18,256.1,2024-03-28 00:00:00,2024-04-01 00:00:00,"4,44/4,30/4,34","5,04/5,44",SELESAI,,CK  2,,278.8,,2024-04-01 00:00:00,SELESAI,,2024-04-03 00:00:00,2024-04-03 00:00:00,734,0.9708994708994709,Selesai,1,HIPRO 1,2024-04-04 00:00:00,2024-04-16 00:00:00,242485,0.96994,SELESAI,1,,,,,,,,,,,
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,04,2024,2024-03-25 00:00:00,200105446,040734,9,CB 2,CB  1,469.08,253.24,2024-03-28 00:00:00,2024-04-01 00:00:00,"4,37/4,22/4,21","5,22/5,49",SELESAI,,CK  2,,280.7,,2024-04-01 00:00:00,SELESAI,,2024-04-03 00:00:00,2024-04-04 00:00:00,737,0.9748677248677249,Selesai,1,BP 20,2024-04-05 00:00:00,2024-04-15 00:00:00,243608,0.974432,SELESAI,1,,,,,,,,,,,
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,04,2024,2024-03-25 00:00:00,200105447,040744,10,CB 2,CB  1,464.8,257.93,2024-04-02 00:00:00,2024-04-01 00:00:00,"4,47/4,17/4,42","5,41/5,21",SELESAI,,CK  2,,276,,2024-04-01 00:00:00,SELESAI,,2024-04-03 00:00:00,2024-04-04 00:00:00,731,0.966931216931217,Selesai,1,BP 20,2024-04-15 00:00:00,2024-04-15 00:00:00,241639,0.966556,SELESAI,1,,,,,,,,,,,
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,04,2024,2024-03-25 00:00:00,200105448,040754,11,CB 2,CB  1,468.6,254.72,2024-04-02 00:00:00,2024-04-01 00:00:00,"4,12/4,17/4,14","5,16/5,31",SELESAI,,CK  2,,277.8,,2024-04-02 00:00:00,SELESAI,,2024-04-03 00:00:00,2024-04-05 00:00:00,732,0.9682539682539683,Selesai,1,MTX 514,2024-04-17 00:00:00,2024-04-18 00:00:00,240559,0.962236,SELESAI,1,,,,,,,,,,,
s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,05,2024,2024-04-17 00:00:00,200105670,050434,1,CB  2,CB  2,465.9,253.93,2024-04-24 00:00:00,2024-04-24 00:00:00,"4,48/4,30/4,48","5,13/5,16",SELESAI,,CK  2,,276.5,,2024-04-24 00:00:00,SELESAI,,2024-05-06 00:00:00,2024-05-06 00:00:00,729,0.9642857142857143,Selesai,1,HIPRO 1,2024-05-07 00:00:00,2024-05-08 00:00:00,241214,0.964856,SELESAI,1,,,,,,,,,,,
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,05,2024,2024-04-17 00:00:00,200105671,050444,2,CB  2,CB  2,466.8,255.56,2024-04-25 00:00:00,2024-04-24 00:00:00,"4,18/4,46/4,43","5,28/5,02",SELESAI,,CK  2,,278.5,,2024-04-24 00:00:00,SELESAI,,2024-05-06 00:00:00,2024-05-07 00:00:00,735,0.9722222222222222,Selesai,1,HIPRO 1,2024-05-08 00:00:00,2024-05-13 00:00:00,241338,0.965352,SELESAI,1,,,,,,,,,,,
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,05,2024,2024-04-18 00:00:00,200105697,050794,3,CB  2,CB 1,464.2,253.76,2024-05-02 00:00:00,2024-05-02 00:00:00,"4,44/4,21/4,26","5,05/5,24",SELESAI,,CK  2,,276.7,,2024-05-02 00:00:00,SELESAI,,2024-05-07 00:00:00,2024-05-08 00:00:00,730,0.9656084656084656,Selesai,1,MTX 514,2024-05-13 00:00:00,2024-05-14 00:00:00,240067,0.960268,SELESAI,1,,,,,,,,,,,
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,05,2024,2024-04-18 00:00:00,200105698,050804,4,CB  2,CB 1,467.8,260.17,2024-05-02 00:00:00,2024-05-02 00:00:00,"4,33/4,07/4,33","5,32/5,24",SELESAI,,CK  2,,283,,2024-05-02 00:00:00,SELESAI,,2024-05-08 00:00:00,2024-05-08 00:00:00,739,0.9775132275132276,Selesai,1,HIPRO 1,2024-05-13 00:00:00,2024-05-16 00:00:00,244050,0.9762,SELESAI,1,,,,,,,,,,,
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,05,2024,2024-04-18 00:00:00,200105699,050814,5,CB  2,CB 1,463.7,254.35,2024-05-03 00:00:00,2024-05-03 00:00:00,"4,35/4,43/4,24","5,24/5,04",SELESAI,,CK  2,,277.2,,2024-05-06 00:00:00,SELESAI,,2024-05-08 00:00:00,2024-05-10 00:00:00,730,0.9656084656084656,Selesai,1,MTX514,2024-05-14 00:00:00,2024-05-15 00:00:00,240139,0.960556,SELESAI,1,,,,,,,,,,,
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,05,2024,2024-04-22 00:00:00,200105701,050824,6,CB  2,CB 1,466.3,256.23,2024-05-07 00:00:00,2024-05-06 00:00:00,"4,44/4,42/4,69","5,35/5,37",SELESAI,,CK  2,,277.2,,2024-05-07 00:00:00,SELESAI,,2024-05-10 00:00:00,2024-05-10 00:00:00,734,0.9708994708994709,Selesai,1,MTX514,2024-05-15 00:00:00,2024-05-16 00:00:00,242037,0.968148,SELESAI,1,,,,,,,,,,,
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,05,2024,2024-05-06 00:00:00,200105871,051764,7,CB  2,CB 1,463.9,254.64,2024-05-10 00:00:00,2024-05-10 00:00:00,"4,26/4,46/4,00","5,10/5,14",SELESAI,,CK  2,,277.6,,2024-05-10 00:00:00,SELESAI,,2024-05-10 00:00:00,2024-05-13 00:00:00,727,0.9616402116402116,Selesai,1,MTX514,2024-05-16 00:00:00,2024-05-17 00:00:00,239169,0.956676,SELESAI,1,,,,,,,,,,,
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,05,2024,2024-05-06 00:00:00,200105872,051774,8,CB  2,CB 1,467,252.84,2024-05-13 00:00:00,2024-05-10 00:00:00,"4,49/4,01/4,25","5,22/5,34",SELESAI,,CK  2,,276,,2024-05-10 00:00:00,SELESAI,,2024-05-13 00:00:00,2024-05-14 00:00:00,728,0.9629629629629629,Selesai,1,BP 20,2024-05-22 00:00:00,2024-05-24 00:00:00,241211,0.964844,SELESAI,1,,,,,,,,,,,
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,05,2024,2024-05-06 00:00:00,200105873,051784,9,CB  2,CB 1,468.4,252.24,2024-05-13 00:00:00,2024-05-13 00:00:00,"4,19/4,47/4,06","5,12/5,07/",SELESAI,,CK  2,,275,,2024-05-13 00:00:00,SELESAI,,2024-05-14 00:00:00,2024-05-14 00:00:00,730,0.9656084656084656,Selesai,1,BP 20,2024-05-24 00:00:00,2024-05-27 00:00:00,241609,0.966436,SELESAI,1,,,,,,,,,,,
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,05,2024,2024-05-07 00:00:00,200106026,052534,10,CB  2,CB 1,462.7,255.83,2024-05-13 00:00:00,2024-05-13 00:00:00,"4,33/4,42/4,35","5,19/5,27",SELESAI,,CK  2,,278.9,,2024-05-13 00:00:00,SELESAI,,2024-05-15 00:00:00,2024-05-15 00:00:00,728,0.9629629629629629,Selesai,1,BP 20,2024-05-27 00:00:00,2024-05-27 00:00:00,240621,0.962484,SELESAI,1,,,,,,,,,,,
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,05,2024,2024-05-07 00:00:00,200106027,052544,11,CB  2,CB 1,470.6,257.4,2024-05-13 00:00:00,2024-05-13 00:00:00,"4,01/4,36/4,14","5,32/5,09",SELESAI,,CK  2,,280.3,,2024-05-14 00:00:00,SELESAI,,2024-05-15 00:00:00,2024-05-16 00:00:00,730,0.9656084656084656,Selesai,1,MTX 514,2024-05-24 00:00:00,2024-05-28 00:00:00,234440,0.93776,SELESAI,1,,,,,,,,,,,
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,05,2024,2024-05-07 00:00:00,200106028,052554,12,CB  2,CB 1,463,250.88,2024-05-14 00:00:00,2024-05-14 00:00:00,"4,25/4,46/4,31","5,32/5,13",SELESAI,,CK  2,,273.7,,2024-05-14 00:00:00,SELESAI,,2024-05-16 00:00:00,2024-05-16 00:00:00,723,0.9563492063492064,Selesai,1,BP 20,2024-05-27 00:00:00,2024-05-28 00:00:00,238869,0.955476,SELESAI,1,,,,,,,,,,,
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,05,2024,2024-05-07 00:00:00,200106029,052564,13,CB  2,CB 1,468,258.54,2024-05-14 00:00:00,2024-05-14 00:00:00,"4,25/4,03/4,35","5,19/5,17",SELESAI,,CK  2,,281.4,,2024-05-14 00:00:00,SELESAI,,2024-05-16 00:00:00,2024-05-17 00:00:00,740,0.9788359788359788,Selesai,1,MTX 514,2024-05-28 00:00:00,2024-06-04 00:00:00,237391,0.949564,SELESAI,1,,,,,,,,,,,
s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,06,2024,2024-05-16 00:00:00,200105910,060224,1,CB  2,CB  1,462.4,253.36,2024-05-20 00:00:00,2024-05-20 00:00:00,"4,22/4,02/4,22","5,16/5,37",SELESAI,,CK  2,,276.3,,2024-05-20 00:00:00,SELESAI,,2024-05-30 00:00:00,2024-05-31 00:00:00,735,0.9722222222222222,Selesai,1,HIPRO 1,2024-06-18 00:00:00,2024-06-19 00:00:00,242491,0.969964,SELESAI,1,,,,,,,,,,,
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,06,2024,2024-05-16 00:00:00,200105911,060234,2,CB  2,CB  1,466,255.99,2024-05-20 00:00:00,2024-05-20 00:00:00,"4,39/4,25/4,34","5,09/5,13",SELESAI,,CK  2,,278.8,,2024-05-20 00:00:00,SELESAI,,2024-05-21 00:00:00,2024-05-22 00:00:00,737,0.9748677248677249,Selesai,1,BP 20,2024-05-28 00:00:00,2024-05-29 00:00:00,239212,0.956848,SELESAI,1,,,,,,,,,,,
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,06,2024,2024-05-16 00:00:00,200105912,060244,3,CB  2,CB  1,467.9,258.23,2024-05-20 00:00:00,2024-05-20 00:00:00,"4,45/4,44/4,10","5,26/5,38",SELESAI,,CK  2,,281,,2024-05-20 00:00:00,SELESAI,,2024-05-22 00:00:00,2024-05-24 00:00:00,741,0.9801587301587301,Selesai,1,BP 20,2024-05-30 00:00:00,2024-05-30 00:00:00,184095,0.73638,SELESAI,1,,,,,,,,,,,
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,06,2024,2024-05-16 00:00:00,200105913,060254,4,CB  2,CB  1,461.3,253.1,2024-05-21 00:00:00,2024-05-21 00:00:00,"4,42/4,12/4,30","5,19/5,22",SELESAI,,CK  2,,276.1,,2024-05-21 00:00:00,SELESAI,,2024-05-24 00:00:00,2024-05-24 00:00:00,726,0.9603174603174603,Selesai,1,BP 20,2024-05-29 00:00:00,2024-05-29 00:00:00,240092,0.960368,SELESAI,1,,,,,,,,,,,
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,06,2024,2024-05-16 00:00:00,200105914,060264,5,CB  2,CB  1,464.4,257.63,2024-05-21 00:00:00,2024-05-21 00:00:00,"4,05/4,26/4,31","5,39/5,17",SELESAI,,CK  2,,280.4,,2024-05-21 00:00:00,SELESAI,,2024-05-24 00:00:00,2024-05-27 00:00:00,727,0.9616402116402116,Selesai,1,BP 20,2024-05-29 00:00:00,2024-05-30 00:00:00,240489,0.961956,SELESAI,1,,,,,,,,,,,
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,06,2024,2024-05-17 00:00:00,200105915,060364,6,CB  2,CB  1,459.1,254,2024-05-21 00:00:00,2024-05-21 00:00:00,"4,42/4,37/4,25","5,04/5,20",SELESAI,,CK  2,,276.9,,2024-05-22 00:00:00,SELESAI,,2024-05-27 00:00:00,2024-05-28 00:00:00,725,0.958994708994709,Selesai,1,BP 20,2024-05-31 00:00:00,2024-06-03 00:00:00,239851,0.959404,SELESAI,1,,,,,,,,,,,
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,06,2024,2024-05-20 00:00:00,200106130,060374,7,CB  2,CB  1,463.6,253.35,2024-05-24 00:00:00,2024-05-27 00:00:00,"4,31/4,10/4,26","5,09/5,22",SELESAI,,CK  2,,276.1,,2024-05-27 00:00:00,SELESAI,,2024-05-28 00:00:00,2024-05-28 00:00:00,728,0.9629629629629629,Selesai,1,BP 20,2024-05-31 00:00:00,2024-05-31 00:00:00,240784,0.963136,SELESAI,1,,,,,,,,,,,
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,06,2024,2024-05-20 00:00:00,200106131,060384,8,CB  2,CB  1,467.7,256.45,2024-05-24 00:00:00,2024-05-27 00:00:00,"4,30/4,32/4,17","5,13/5,12",SELESAI,,CK  2,,279.6,,2024-05-27 00:00:00,SELESAI,,2024-05-28 00:00:00,2024-05-29 00:00:00,737,0.9748677248677249,Selesai,1,MTX 514,2024-05-31 00:00:00,2024-06-03 00:00:00,243178,0.972712,SELESAI,1,,,,,,,,,,,
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,06,2024,2024-05-22 00:00:00,200106222,060664,9,CB  2,CB  1,462.4,255.21,2024-05-28 00:00:00,2024-05-28 00:00:00,"4,08/4,36/4,17","5,24/5,18",SELESAI,,CK  2,,277.9,,2024-05-28 00:00:00,SELESAI,,2024-05-29 00:00:00,2024-05-29 00:00:00,730,0.9656084656084656,Selesai,1,BP 20,2024-06-03 00:00:00,2024-06-03 00:00:00,241521,0.966084,SELESAI,1,,,,,,,,,,,
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,06,2024,2024-05-22 00:00:00,200106223,060674,10,CB  2,CB  1,466.2,256.39,2024-05-28 00:00:00,2024-05-28 00:00:00,"4,48/4,42/4,23","5,00/5,24",SELESAI,,CK  2,,279.5,,2024-05-28 00:00:00,SELESAI,,2024-05-29 00:00:00,2024-05-30 00:00:00,740,0.9788359788359788,Selesai,1,BP 20,2024-06-03 00:00:00,2024-06-04 00:00:00,243355,0.97342,SELESAI,1,,,,,,,,,,,
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,06,2024,2024-05-22 00:00:00,200106224,060684,11,CB  2,CB  1,466.7,254.11,2024-05-29 00:00:00,2024-05-29 00:00:00,"4,43/4,34/4,20","5,35/5,14",SELESAI,,CK  2,,277.2,,2024-05-29 00:00:00,SELESAI,,2024-05-30 00:00:00,2024-05-30 00:00:00,738,0.9761904761904762,Selesai,1,HIPRO 1,2024-06-19 00:00:00,2024-06-21 00:00:00,243486,0.973944,SELESAI,1,,,,,,,,,,,
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,06,2024,2024-06-12 00:00:00,200106485,062524,12,CB  2,CB  1,464.3,256.32,2024-06-27 00:00:00,2024-06-27 00:00:00,"4,45/4,44/4,24","5,10/5,45",SELESAI,,CK  2,,279,,2024-06-27 00:00:00,SELESAI,,2024-07-01 00:00:00,2024-07-01 00:00:00,731,0.966931216931217,Selesai,1,BP 20,2024-07-02 00:00:00,2024-07-02 00:00:00,241526,0.966104,SELESAI,1,,,,,,,,,,,
s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,07,2024,2024-06-12 00:00:00,200106486,070304,1,CB  1,CB  1,457,262.12,2024-06-27 00:00:00,2024-06-27 00:00:00,"4,49/4,34/4,26","5,37/5,01",SELESAI,,CK  2,,284.8,,2024-06-27 00:00:00,SELESAI,,2024-07-01 00:00:00,2024-07-02 00:00:00,731,0.966931216931217,Selesai,1,BP 20,2024-07-03 00:00:00,2024-07-03 00:00:00,241438,0.965752,SELESAI,1,,,,,,,,,,,
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,07,2024,2024-06-12 00:00:00,200106487,070314,2,CB  1,CB  2,475.1,256.42,2024-06-27 00:00:00,2024-07-01 00:00:00,"4,18/4,02/4,11","5,04/5,34",SELESAI,,CK  2,,277.6,,2024-07-02 00:00:00,SELESAI,,2024-07-02 00:00:00,2024-06-03 00:00:00,739,0.9775132275132276,Selesai,1,BP 20,2024-07-04 00:00:00,2024-07-04 00:00:00,244291,0.977164,SELESAI,1,,,,,,,,,,,
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,07,2024,2024-06-12 00:00:00,200106488,070324,3,CB  2,CB  2,459.23,258.3,2024-07-02 00:00:00,2024-07-01 00:00:00,"4,47/4,41/4,00","5,21/5,00",SELESAI,,CK  2,,281.3,,2024-07-02 00:00:00,SELESAI,,2024-06-03 00:00:00,2024-06-03 00:00:00,727,0.9616402116402116,Selesai,1,HIPRO 1,2024-07-04 00:00:00,2024-07-08 00:00:00,240184,0.960736,SELESAI,1,,,,,,,,,,,
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,07,2024,2024-06-12 00:00:00,200106489,070334,4,CB  2,CB  1,466.5,253.78,2024-07-02 00:00:00,2024-07-02 00:00:00,"4,28/4,02/4,32","5,33/5,07",SELESAI,,CK  2,,276.9,,2024-07-03 00:00:00,SELESAI,,2024-07-03 00:00:00,2024-07-04 00:00:00,730,0.9656084656084656,Selesai,1,HIPRO 1,2024-07-08 00:00:00,2024-07-09 00:00:00,241187,0.964748,SELESAI,1,,,,,,,,,,,
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,07,2024,2024-06-12 00:00:00,200106490,070344,5,CB  2,CB  1,468.8,255.23,2024-07-02 00:00:00,2024-07-11 00:00:00,"4,28/4,35/4,38","5,47/5,29",SELESAI,,CK  2,,282.5,,2024-07-03 00:00:00,SELESAI,,2024-07-04 00:00:00,2024-07-04 00:00:00,739,0.9775132275132276,Selesai,1,HIPRO 1,2024-07-09 00:00:00,2024-07-11 00:00:00,243843,0.975372,SELESAI,1,,,,,,,,,,,
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,07,2024,2024-07-04 00:00:00,200106693,071994,6,CB  2,CB  1,465.6,260.97,2024-07-12 00:00:00,2024-07-11 00:00:00,"4,36/4,33/4,32","5,46/5,14",SELESAI,,CK  2,,278.4,,2024-07-12 00:00:00,SELESAI,,2024-07-15 00:00:00,2024-07-15 00:00:00,730,0.9656084656084656,Selesai,1,HIPRO 1,2024-07-16 00:00:00,2024-07-17 00:00:00,241642,0.966568,SELESAI,1,,,,,,,,,,,
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,07,2024,2024-07-04 00:00:00,200106694,072004,7,CB  2,CB  1,464.1,260.97,2024-07-15 00:00:00,2024-07-11 00:00:00,"4,13/4,18/4,31","5,46/5,14",SELESAI,,CK  2,,284,,2024-07-12 00:00:00,SELESAI,,2024-07-15 00:00:00,2024-07-16 00:00:00,735,0.9722222222222222,Selesai,1,HIPRO 1,2024-07-17 00:00:00,2024-07-19 00:00:00,242017,0.968068,SELESAI,1,,,,,,,,,,,
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,07,2024,2024-07-04 00:00:00,200106695,072014,8,CB  2,CB  1,466.2,256.07,2024-07-15 00:00:00,2024-07-12 00:00:00,"4,20/4,12/4,46","5,44/5,20",SELESAI,,CK  2,,278.6,,2024-07-16 00:00:00,SELESAI,,2024-07-16 00:00:00,2024-07-17 00:00:00,728,0.9629629629629629,Selesai,1,MTX 514,2024-07-22 00:00:00,2024-07-23 00:00:00,239530,0.95812,SELESAI,1,,,,,,,,,,,
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,07,2024,2024-07-04 00:00:00,200106696,072024,9,CB  2,CB  1,467.4,254.1,2024-07-15 00:00:00,2024-07-16 00:00:00,"4,43/4,31/4,11","5,09/5,01",SELESAI,,CK  2,,277.3,,2024-07-16 00:00:00,SELESAI,,2024-07-18 00:00:00,2024-07-19 00:00:00,731,0.966931216931217,Selesai,1,BP 20,2024-07-23 00:00:00,2024-07-23 00:00:00,240472,0.961888,SELESAI,1,,,,,,,,,,,
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,07,2024,2024-07-04 00:00:00,200106697,072034,10,CB  2,CB  1,466.9,260.25,2024-07-15 00:00:00,2024-07-16 00:00:00,"4,24/4,42/4,33","5,26/5,19",SELESAI,,CK  2,,283.4,,2024-07-16 00:00:00,SELESAI,,2024-07-17 00:00:00,2024-07-18 00:00:00,734,0.9708994708994709,Selesai,1,MTX 514,2024-07-23 00:00:00,2024-07-24 00:00:00,240852,0.963408,SELESAI,1,,,,,,,,,,,
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,07,2024,2024-07-04 00:00:00,200106698,072044,11,CB  2,CB  1,464.3,258.15,2024-07-17 00:00:00,2024-07-16 00:00:00,"4,43/4,14/4,22","5,09/5,39",SELESAI,,CK  2,,280.9,,2024-07-16 00:00:00,SELESAI,,2024-07-19 00:00:00,2024-07-19 00:00:00,730,0.9656084656084656,Selesai,1,BP 20,2024-07-23 00:00:00,2024-07-24 00:00:00,240077,0.960308,SELESAI,1,,,,,,,,,,,
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,07,2024,2024-07-04 00:00:00,200106699,072054,12,CB  2,CB  1,464.3,262,2024-07-17 00:00:00,2024-07-16 00:00:00,"4,14/4,15/4,17","5,29/5,00",SELESAI,,CK  2,,284.7,,2024-07-16 00:00:00,SELESAI,,2024-07-19 00:00:00,2024-07-22 00:00:00,735,0.9722222222222222,Selesai,1,MTX 514,2024-07-24 00:00:00,2024-07-25 00:00:00,241484,0.965936,SELESAI,1,,,,,,,,,,,
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,07,2024,2024-07-04 00:00:00,200106720,072064,13,CB  2,CB  1,466.5,253.69,2024-07-17 00:00:00,2024-07-18 00:00:00,"4,15/4,29/4,39","5,09/5,27",SELESAI,,CK  2,,276.4,,2024-07-18 00:00:00,SELESAI,,2024-07-22 00:00:00,2024-07-23 00:00:00,728,0.9629629629629629,Selesai,1,BP 20,2024-07-24 00:00:00,2024-07-24 00:00:00,239487,0.957948,SELESAI,1,,,,,,,,,,,
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,07,2024,2024-07-04 00:00:00,200106721,072074,14,CB  2,CB  1,470.8,259.89,2024-07-17 00:00:00,2024-07-18 00:00:00,"4,38/4,30/4,42","5,31/5,15",SELESAI,,CK  2,,282.7,,2024-07-18 00:00:00,SELESAI,,2024-07-23 00:00:00,2024-07-23 00:00:00,738,0.9761904761904762,Selesai,1,BP 20,2024-07-25 00:00:00,2024-07-25 00:00:00,242939,0.971756,SELESAI,1,,,,,,,,,,,
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,07,2024,2024-07-04 00:00:00,200106722,072084,15,CB  2,CB  1,462.6,261.94,2024-07-19 00:00:00,2024-07-18 00:00:00,"4,32/4,12/4,26","5,16/5,04",SELESAI,,CK  2,,284.7,,2024-07-18 00:00:00,SELESAI,,2024-07-24 00:00:00,2024-07-24 00:00:00,732,0.9682539682539683,Selesai,1,MTX 514,2024-07-25 00:00:00,2024-07-26 00:00:00,240389,0.961556,SELESAI,1,,,,,,,,,,,
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,07,2024,2024-07-04 00:00:00,200106723,072094,16,CB  2,CB  1,465.4,262.06,2024-07-19 00:00:00,2024-07-18 00:00:00,"4,26/4,40/4,35","5,08/5,40",SELESAI,,CK  2,,284.8,,2024-07-18 00:00:00,SELESAI,,2024-07-24 00:00:00,2024-07-25 00:00:00,735,0.9722222222222222,Selesai,1,BP 20,2024-07-25 00:00:00,2024-07-26 00:00:00,241980,0.96792,SELESAI,1,,,,,,,,,,,
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,07,2024,2024-07-04 00:00:00,200106724,072104,17,CB  2,CB  1,470.8,258.07,2024-07-19 00:00:00,2024-07-19 00:00:00,"4,44/4,31/4,35","5,25/5,34",SELESAI,,CK  2,,280.6,,2024-07-23 00:00:00,SELESAI,,2024-07-25 00:00:00,2024-07-26 00:00:00,731,0.966931216931217,Selesai,1,MTX 514,2024-07-26 00:00:00,2024-07-29 00:00:00,240092,0.960368,SELESAI,1,,,,,,,,,,,
s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s,BODREX MIGRA / 4 KAPLET,BXMR,001-06-00,08,2024,2024-07-19 00:00:00,200106805,080814,1,CB  2,CB  1,460.1,257.4,2024-07-23 00:00:00,2024-07-23 00:00:00,"4,16/4,11/4,18","5,34/5,36",SELESAI,,CK  2,,280.3,,2024-07-23 00:00:00,SELESAI,,2024-07-26 00:00:00,2024-07-29 00:00:00,726,0.9603174603174603,Selesai,1,MTX 514,2024-07-29 00:00:00,2024-07-30 00:00:00,238277,0.953108,SELESAI,1,,,,,,,,,,,
